,acc. date,type,operator,fat.,location,dmg
4897,16 Aug 1991,Boeing 737-2A8 Advanced,Indian Airlines,69,38 km SW of Imphal Municipal Airport (IMF),dst
4898,17 Aug 1991,Antonov An-12,Soviet Air Force,19,21 km S of Ucharal,w/o
4899,20 Aug 1991,Britten-Norman BN-2A-26 Islander,Temsco Helicopters,4,"33 km from Ketchikan, AK",dst
4900,21 Aug 1991,Let L-410UVP,"Aeroflot, Far East Civil Aviation Directorate",0,Poliny Osipenko,w/o
4901,22 Aug 1991,Alenia G-222TCM,Aeronautica Militare Italiana - AMI,4,Minturno,w/o
4902,23 Aug 1991,Boeing 767-2J6ER,Air China,0,Stockholm-Arlanda Airport (ARN),sub
4903,27 Aug 1991,Let L-410UVP,"Aeroflot, Kazakstan Civil Aviation Directorate",0,42 km from Guryev,w/o
4904,28 Aug 1991,Britten-Norman BN-2A-21 Islander,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),10,"Sibuyan Island, Ramblon",w/o
4905,31 Aug 1991,Boeing 707-323C,Lloyd Aéreo Boliviano - LAB,0,"Dothan Airport, AL (DHN)",w/o
4906,2 Sep 1991,Lockheed L-100-20 Hercules,Southern Air Transport,0,Wau Airport (WUU),w/o
4907,3 Sep 1991,IRMA/Britten-Norman BN-2A-21 Islander,Dirgantara Air Services,3,near Sampit Airport (SMQ),w/o
4908,4 Sep 1991,Grumman American G-1159 Gulfstream II,Conoco,12,ca 57 km S of Kota Kinabalu,w/o
4909,4 Sep 1991,Shorts SC.7 Skyvan 3-100,Airtech Rajawali Udara,14,9 km from Long Seridan,sub
4910,7 Sep 1991,Cessna 208 Caravan I,SATENA,0,within southeastern Colombia,unk
4911,9 Sep 1991,GAF Nomad N.22,Royal Australian Army,4,"20 km E of Tenterfield, NSW",w/o
4912,10 Sep 1991,Fokker F-27 Friendship 400M,Scibe Airlift Cargo Zaire,0,near Kigali,w/o
4913,11 Sep 1991,Embraer EMB-120RT Brasilia,Continental Express,14,"Eagle Lake, TX",dst
4914,13 Sep 1991,HAL/Dornier 228-101,United Breweries,0,Chennai (Madras) Airport (MAA),w/o
4915,14 Sep 1991,BAC One-Eleven 204AF,Kabo Air,0,Port Harcourt Airport (PHC),w/o
4916,14 Sep 1991,Tupolev Tu-154B-2,Cubana de Aviación,0,Mexico City-Juarez International Airport (MEX),w/o
4917,15 Sep 1991,Antonov An-2R,Privredna Avijacija Osijek,n/a,Varazdin,w/o
4918,15 Sep 1991,Antonov An-2R,Privredna Avijacija Osijek,n/a,Varazdin,w/o
4919,16 Sep 1991,Handley Page HPR-7 Herald 401,LACOL Colombia,7,6 km from Barranquilla-Ernesto Cortissoz International Airport (BAQ),dst
4920,17 Sep 1991,Antonov An-74,Antonov Design Bureau,13,4 km from Lensk Airport,w/o
4921,17 Sep 1991,Dornier 228-201,Zimex Aviation,0,Galcaio,sub
4922,17 Sep 1991,Lockheed L-100-30 Hercules,Ethiopian Airlines,4,Mount Arey,w/o
4923,18 Sep 1991,Dassault Falcon 20,Euro-Flite,0,Tallinn-Ülemiste Airport (TLL),sub
4924,18 Sep 1991,Convair CV-580,Canair Cargo,2,"Belvidere Center, VT",dst
4925,19 Sep 1991,Antonov An-2R,Privredna Avijacija Osijek,n/a,Osijek Airport (OSI),w/o
4926,19 Sep 1991,Antonov An-2R,Privredna Avijacija Osijek,n/a,Osijek Airport (OSI),w/o
4927,19 Sep 1991,McDonnell Douglas DC-9-82 (MD-82),Alitalia,0,Tunis-Carthage Airport (TUN),non
4928,21 Sep 1991,Antonov An-2R,Air Service Hungary,0,Lombok,w/o
4929,23 Sep 1991,Antonov An-12BP,Special Cargo Airlines,1,"1,4 km from Khatanga Airport (HTG)",w/o
4930,25 Sep 1991,Dassault Falcon 20C,Groupair Srl,1,Kiel-Holtenau Airport (KEL),w/o
4931,26 Sep 1991,Antonov An-24,AKF Polet,10,off Saint Petersburg [Gulf of Finland],w/o
4932,26 Sep 1991,Antonov An-26,Soviet Air Force,1,"1,5 km from Kiev-Borispol Airport (KBP)",w/o
4933,27 Sep 1991,de Havilland Canada DHC-6 Twin Otter 300,Solomon Islands Airlines,15,S of Guadalcanal,w/o
4934,27 Sep 1991,Let L-410UVP,"Aeroflot, Yakutsk Civil Aviation Directorate",0,Magadan Airport (GDX),sub
4935,29 Sep 1991,Sud Aviation SE-210 Caravelle 11R,Aerosucre Colombia,0,Bogotá-Eldorado Airport (BOG),w/o
4936,29 Sep 1991,Curtiss C-46A-45-CU Commando,CORAL Colombia,1,"1,5 km NE of Villavicencio-La Vanguardia Airport (VVC)",w/o
4937,2 Oct 1991,Boeing 747-246B,Japan Air Lines - JAL,0,near Tokyo,unk
4938,3 Oct 1991,Antonov An-12BP,"Aeroflot, International Civil Aviation Directorate",0,Cazombo Airport (CAV),w/o
4939,5 Oct 1991,Lockheed C-130H-30 Hercules,Tentara Nasional Indonesia-AU (Air Force),133+2,3 km S of Jakarta-Halim Perdana Kusuma Airport (HLP),dst
4940,6 Oct 1991,Swearingen SA227-AC Metro III,Northeast Express Regional Airlines,0,"Augusta State Airport, ME (AUG)",sub
4941,7 Oct 1991,Rockwell 1121 Jet Commander,Unknown,0,"Morón AB, BA",sub
4942,7 Oct 1991,Learjet 55C,private,0,Nürnberg Airport (NUE),sub
4943,8 Oct 1991,Embraer EMB-110P1 Bandeirante,BAC Charter,0,near Narsarsuaq,w/o
4944,11 Oct 1991,Curtiss C-46D-20-CU Commando,Lineas Aéreas Nacionales - LANSA,6,near Quirigua,w/o
4945,15 Oct 1991,Let L-410UVP,Soviet Air Force,3,Balashov Airfield,w/o
4946,15 Oct 1991,Morane Saulnier MS.760B Paris II,Patrick Pierron,0,Calvi-Sainte Catherine Airport (CLY),w/o
4947,16 Oct 1991,Lockheed P-3A Orion,Aero Union,2,"Florence, MT",dst
4948,16 Oct 1991,de Havilland Canada DHC-6 Twin Otter,Ethiopian Airlines,0,Djibouti Airport (JIB),non
4949,21 Oct 1991,Tupolev Tu-134,CSA Ceskoslovenské Aerolinie,0,Praha-Ruzyne International Airport (PRG),non
4950,23 Oct 1991,Antonov An-28,"Aeroflot, East Siberia Civil Aviation Directorate",0,Shelopugino,w/o
4951,25 Oct 1991,Britten-Norman BN-2A Trislander Mk.III-2,Bali International Air Service,17,Tumbang Miri,mis
4952,29 Oct 1991,Boeing 707-368C,Royal Australian Air Force - RAAF,5,"43 km S off East Sale, VIC, Australia",w/o
4953,30 Oct 1991,Lockheed CC-130E Hercules,Canadian Armed Forces,5,"22 km SE of CFS Alert, NU (YLT)",dst
4954,3 Nov 1991,Douglas C-47A-1-DK (DC-3),Aeromarket Express,0,Barcelona Airport (BCN),sub
4955,7 Nov 1991,Yakovlev Yak-40,Yugavia,51,23 km WNW of Makhachkala Airport (MCX),dst
4956,8 Nov 1991,Antonov An-2,"Aeroflot, Yakutsk Civil Aviation Directorate",0,Batagay Airport,w/o
4957,8 Nov 1991,Antonov An-12B,Sigi Air Cargo,0,Geneina Airport (EGN),w/o
4958,9 Nov 1991,Antonov An-2R,Hrvatske Zracne Snage,n/a,near Dakovo,w/o
4959,9 Nov 1991,Tupolev Tu-154,Aeroflot,0,Grozny Airport (GRV),non
4960,10 Nov 1991,Boeing 727-25,Aeronica - Aerolineas Nicaraguenses,0,Managua Airport (MGA),w/o
4961,11 Nov 1991,Embraer EMB-110P1 Bandeirante,Nordeste Linhas Aéreas,15+2,"0,5 km NE of Recife-Guararapes International Airport, PE (REC)",dst
4962,13 Nov 1991,Tupolev Tu-154,Aeroflot,0,Saint Petersburg-Pulkovo Airport (LED),non
4963,16 Nov 1991,Antonov An-12,Soviet Air Force,20,"1,5 km from Amderma Airport (AMV)",w/o
4964,16 Nov 1991,Cessna 208B Super Cargomaster,Baron Aviation,1,"3.2 km NE off Destin, FL",sub
4965,17 Nov 1991,Boeing 737-2K6,SAHSA - Servicio Aéreo de Honduras SA,0,San José-Juan Santamaria International Airport (SJO),w/o
4966,20 Nov 1991,Convair CV-600,Kitty Hawk Aircargo,0,"near Fort Worth Alliance Airport, TX (AFW)",sub
4967,22 Nov 1991,Antonov An-2TP,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",0,"near Yartsevo, Yeniseysk district, Krasnoyarsk region",w/o
4968,22 Nov 1991,Beechcraft B100 King Air,Ligon Brothers Manufacturing,3,"near Romeo, MI",w/o
4969,23 Nov 1991,Antonov An-2R,Aeroflot / Uzbekistan,2,near Komsomolsk-na-Ustyurte Airstrip,w/o
4970,23 Nov 1991,de Havilland Canada DHC-4A Caribou,Royal Australian Air Force - RAAF,0,"Scotts Peak, TAS",w/o
4971,25 Nov 1991,unknown,Unknown,0,within Papua New Guinea,non
4972,25 Nov 1991,Boeing 737-260 Advanced,Ethiopian Airlines,0,Djibouti Airport (JIB),non
4973,25 Nov 1991,Douglas C-47B-DK (DC-3),Scan Transportes Aéreos - STASA,1,Sena-Sofala,w/o
4974,26 Nov 1991,Antonov An-24RV,Tatarstan Airlines,41,"0,8 km N of Bugulma Airport (UUA)",w/o
4975,27 Nov 1991,Beechcraft Beechjet 400A,Aliserio,0,Milano-Parma Airport (PMF),w/o
4976,28 Nov 1991,Convair CV-240D (T-29),Rhoades International,0,"Akron/Canton Regional Airport, OH (CAK)",dst
4977,29 Nov 1991,Embraer C-95C Bandeirante (EMB-110P2),Força Aérea Brasileira - FAB,16,"33 km NNE of Guaratinguetá Airport, SP (GUJ)",w/o
4978,29 Nov 1991,Hawker Siddeley HS-748-272 Srs. 2A,Air Creebec,0,"Rivière-au-Saumon, QC",sub
4979,30 Nov 1991,Boeing 737-2H4 Adv.,Southwest Airlines,0,"Lubbock International Airport, TX (LBB)",sub
4980,2 Dec 1991,Antonov An-2P,Yakutavia,0,Nyurba ?,w/o
4981,2 Dec 1991,Antonov An-2,Hrvatske Zracne Snage,4,near Vukovar,w/o
4982,2 Dec 1991,Dassault Falcon 20E,L'Armée de L'Air,4,Élancourt,w/o
4983,7 Dec 1991,Boeing 707-351C,Libyan Arab Airlines,0,Tripoli International Airport (TIP),w/o
4984,8 Dec 1991,Antonov An-2,"Aeroflot, Yakutsk Civil Aviation Directorate",n/a,unknown,w/o
4985,11 Dec 1991,Curtiss C-46F-1-CU Commando,Líneas Aéreas Suramericanas,8,ca 20 km N of Bogotá-Eldorado Airport (BOG),w/o
4986,11 Dec 1991,Beechcraft Beechjet 400A,Bruno's Inc.,9,"12 km WSW of Rome-Richard B Russell Airport, GA (RMG)",dst
4987,15 Dec 1991,de Havilland DH-114 Riley Heron 2B,Fiji Air,0,Suva-Nausori Airport (SUV),w/o
4988,17 Dec 1991,McDonnell Douglas DC-9-32,Alitalia,0,Warszawa-Okecie Airport (WAW),w/o
4989,22 Dec 1991,Douglas DC-3A,Classic Wings,28,Heidelberg-Handschuhsheim,w/o
4990,23 Dec 1991,Learjet 25B,Flight Management Inc.,0,"Carlsbad-McClellan-Palomar Airport, CA (CLD)",w/o
4991,25 Dec 1991,Douglas C-47D,Fuerza Aérea Dominicana - FAD,2,near Santiago de los Caballeros-Cibao International Airport (STI),dst
4992,27 Dec 1991,Douglas C-47B-15-DK (DC-3),Elleniki Polemikí Aeroporía,1,Dekelia/Tatoi Air Base,w/o
4993,27 Dec 1991,McDonnell Douglas DC-9-81 (MD-81),Scandinavian Airlines System - SAS,0,near Gottröra,w/o
4994,28 Dec 1991,Beechcraft 1900C,Delta Connection,3,"17 km ENE off Block Island, RI",dst
4995,29 Dec 1991,Boeing 747-2R7F,China Airlines,5,near Wanli,dst
4996,30 Dec 1991,Yakovlev Yak-40,"Aeroflot, Arkhangelsk Civil Aviation Directorate",0,Velsk Airport,w/o
4997,1 Jan 1970,Yakovlev Yak-40,"Aeroflot, North Kavkaz Civil Aviation Directorate",0,Moskva-Bykovo Airport (BKA),sub
4998,1 Jan 1970,Antonov An-2R,"Aeroflot, Tyumen Civil Aviation Directorate",0,Krasnoselkup Airport (KKQ),w/o
4999,1 Jan 1970,Beechcraft 200 Super King Air,Norfolk Island Airlines,0,"Bundaberg Airport, QLD (BDB)",sub
5000,1 Jan 1970,Dassault Falcon 20C,Franks Petroleum,0,unknown,w/o
5001,1 Jan 1970,Douglas C-54A-10-DC (DC-4),GLM Aviation,0,Kinshasa-N'Djili Airport (FIH),w/o
5002,3 Jan 1992,Antonov An-28,Aeroflot / Tajikistan,0,Lyakhsh,w/o
5003,3 Jan 1992,Beechcraft 1900C-1,USAir Express,2,"8 km NE of Saranac Lake-Adirondack Airport, NY (SLK)",dst
5004,8 Jan 1992,Alenia G-222TCM,Aeronautica Militare Italiana - AMI,4,near Prato,w/o
5005,10 Jan 1992,Boeing 737-2Y5,Air Lanka,0,Madras Airport (MAA),sub
5006,11 Jan 1992,Beechcraft C-12F Huron (A200CT Super King Air),United States Army,0,"Corumbá Internacional Airport, MS (CMG)",sub
5007,11 Jan 1992,Britten-Norman BN-2A-26 Islander,Heli Niugini,n/a,Komo Airport (KOM),sub
5008,14 Jan 1992,Douglas DC-6,Unknown,n/a,"Vizcaíno, Mulegé",w/o
5009,16 Jan 1992,Boeing 767-38E,Asiana Airlines,0,Cheju Airport (CJU),sub
5010,18 Jan 1992,McDonnell Douglas DC-9-31,USAir,0,"Elmira Regional Airport, NY (ELM)",sub
5011,20 Jan 1992,de Havilland Canada DHC-6 Twin Otter 200,Air Satellite,0,"Poste Montagnais Airport, QC",w/o
5012,20 Jan 1992,Airbus A320-111,Air Inter,87,"19,5 km SW of Strasbourg-Entzheim Airport (SXB)",dst
5013,21 Jan 1992,Douglas VC-47A (DC-3),Royal Thai Air Force - RTAF,0,Bangkok International Airport (BKK),w/o
5014,23 Jan 1992,Grumman HU-16B Albatross,Elleniki Polemikí Aeroporía,3,near Elefsis Air Base,w/o
5015,23 Jan 1992,Beechcraft B99 Airliner,Nature Island Express,2,"0,3 km off Dominica-Cane Field Airport (DCF)",w/o
5016,24 Jan 1992,Saab 340A,Crossair,0,Friedrichshafen Airport (FDH),sub
5017,24 Jan 1992,Lockheed HC-130H7 Hercules,United States Coast Guard,0,"65 km from Dutch Harbor, AK",sub
5018,24 Jan 1992,Tupolev Tu-134A,Aeroflot / Georgia,0,Batumi-Chorokh Airport (BUS),w/o
5019,26 Jan 1992,Antonov An-2R,Hrvatske Zracne Snage,5,near Sinj,w/o
5020,31 Jan 1992,Cessna 208B Grand Caravan,Aero Taxi Internacional,0,near Turbo,w/o
5021,3 Feb 1992,Douglas C-54Q (DC-4),West Indies Air Transport,0,Aguadilla-Borinquen Airport (BQN),w/o
5022,3 Feb 1992,Embraer EMB-110C Bandeirante,Nordeste Linhas Aéreas,12,"Caetité, BA",dst
5023,3 Feb 1992,Lockheed L-1049H Super Constellation,Aerolineas Mundo - AMSA,0,Aguadilla-Borinquen Airport (BQN),w/o
5024,5 Feb 1992,de Havilland Canada DHC-6 Twin Otter 300,Ethiopian Airlines,0,Djibouti Airport (JIB),non
5025,6 Feb 1992,Lockheed C-130B Hercules,United States Air Force - USAF,5+12,"1,7 km S of Evansville-Dress Regional Airport, IN (EVV)",w/o
5026,7 Feb 1992,Boeing 707-351B,Pakistan International Airlines - PIA,0,Karachi International Airport (KHI),sub
5027,8 Feb 1992,Lockheed P-2H Neptune,Hawkins & Powers Aviation,2,"Dixon, WY",w/o
5028,9 Feb 1992,Convair CV-640,Gambcrest,30,near Diouloulou,w/o
5029,9 Feb 1992,Antonov An-24B,"Aeroflot, Kazakstan Civil Aviation Directorate",0,near Guryev Airport (GUW),w/o
5030,10 Feb 1992,Morane Saulnier MS.760 Paris I,L'Armée de L'Air,n/a,unknown,w/o
5031,11 Feb 1992,Boeing 727-2H3,Tunis Air,0,Tunis-Carthage Airport (TUN),w/o
5032,15 Feb 1992,Cessna 208 Caravan I,Fuerza Aérea Boliviana,0,Mallcu,w/o
5033,15 Feb 1992,McDonnell Douglas DC-8-63F,Air Transport International - ATI,4,"5 km NW of Toledo-Express Airport, OH (TOL)",dst
5034,15 Feb 1992,Douglas DC-8-54F,MK Air Cargo,0,13 km from Kano International Airport (KAN),w/o
5035,17 Feb 1992,Douglas DC-6A/B,Unknown,4,"near Tlahualilo de Zaragoza, Durango",w/o
5036,18 Feb 1992,Antonov An-2P,B. Dubois,n/a,Bangui Airport (BGF),w/o
5037,20 Feb 1992,Boeing 707-349C,TAAG Angola Airlines,0,Luanda-4 de Fevereiro Airport (LAD),w/o
5038,22 Feb 1992,British Aerospace BAe-125-700B,Government of Tanzania,0,Mbeya Airport (MBI),sub
5039,22 Feb 1992,Antonov An-24RV,Trans Amazon,0,Arequipa-Rodriguez Ballon Airport (AQP),w/o
5040,24 Feb 1992,de Havilland Canada DHC-6 Twin Otter 300,MarkAir Express,0,"Anchorage International Airport, AK (ANC)",sub
5041,25 Feb 1992,CASA CN-235M-100,Ejército de Chile,0,Teniente R. Marsh Air Base (TNM),w/o
5042,26 Feb 1992,Dornier 228-201,Aeronautical Ind. Engineering and Project Mgt. Co.,0,Eket airstrip,w/o
5043,27 Feb 1992,Antonov An-26SM,Luftwaffe,0,Friedrichshafen Airport (FDH),sub
5044,29 Feb 1992,Douglas DC-3A,Frigorifico Santa Rita,0,Carolita Ranch,w/o
5045,1 Jan 1970,Douglas DC-3C,Air Kenya,0,Maasai Mara National Reserve,w/o
5046,2 Mar 1992,Curtiss C-46T Commando,Frigorifico Santa Rita,5,Estancia El Trompillo,w/o
5047,3 Mar 1992,Douglas DC-6BF,Everts Air Fuel,0,"Selawik Airport, AK (WLK)",sub
5048,6 Mar 1992,NAMC YS-11A-205,Airborne Express,0,"Wilmington-Airborne Airpark, OH (ILN)",w/o
5049,9 Mar 1992,Lockheed L-1011-385-3 TriStar 500,BWIA International,0,near KIRN VOR,sub
5050,12 Mar 1992,British Aerospace 3101 Jetstream 31,USAir Express,2,"2,3 km SW of Knoxville-Mc Ghee Tyson Airport, TN (TYS)",dst
5051,12 Mar 1992,de Havilland Canada DHC-6 Twin Otter 300,Lina Congo,3,near Etsouali,w/o
5052,13 Mar 1992,Let L-410UVP-E,Slov-Air,0,Zilina Airport (ILZ),w/o
5053,13 Mar 1992,Fairchild FH-227C,Aerocaribe,0,Acapulco-Alvarez International Airport (ACA),w/o
5054,19 Mar 1992,Antonov An-2R,Zakladu Uslug Agrolotniczych - ZUA,n/a,Marzeno,w/o
5055,19 Mar 1992,de Havilland Canada DHC-6 Twin Otter 300,NorOntair,0,"Red Lake Airport, ON (YRL)",sub
5056,21 Mar 1992,IAI 1124 Westwind I,Australian Coast Guard,0,"Darwin Airport, NT (DRW)",sub
5057,21 Mar 1992,Cessna 550 Citation II,private,0,Lugano Airport (LUG),min
5058,21 Mar 1992,Aérospatiale / BAC Concorde 102,British Airways,0,North Atlantic,min
5059,22 Mar 1992,Fokker F-28 Fellowship 4000,USAir,27,"New York-La Guardia Airport, NY (LGA)",dst
5060,22 Mar 1992,Antonov An-30A,Myachkovo Avia,10,53 km W of Nizhneyansk,dst
5061,24 Mar 1992,Boeing 707-321C,Golden Star Air Cargo,7,"5,5 km SE of Athens-Ellinikon International Airport (ATH)",w/o
5062,25 Mar 1992,Antonov An-32,Indian Air Force - IAF,n/a,Valley,w/o
5063,26 Mar 1992,Douglas DC-9-15,Intercontinental de Aviación,0,Tumaco-La Florida Airport (TCO),w/o
5064,26 Mar 1992,Dassault Falcon 10,Unknown,n/a,Brest,w/o
5065,27 Mar 1992,Yakovlev Yak-40,Aeroflot,0,Stepanakert,sub
5066,28 Mar 1992,Douglas DC-8-33AF,Export Air,0,Iquitos Airport (IQT),w/o
5067,30 Mar 1992,Antonov An-2,Magadan Avia,1,60 km NE of Magadan,w/o
5068,30 Mar 1992,McDonnell Douglas DC-9-32,Aviaco,0,Granada Airport (GRX),w/o
5069,30 Mar 1992,Antonov An-26,Soviet Air Force,0,Swarupnagar,w/o
5070,31 Mar 1992,Kawasaki P-3C-II.5 Orion,Japan Maritime Self Defence Force - JMSDF,0,Iwo Jima Air Base (IWO),w/o
5071,31 Mar 1992,Boeing 707-321C,Trans-Air Service,0,Istres,w/o
5072,1 Apr 1992,Antonov An-32,Indian Air Force - IAF,4+4,"near Boothgarh, Ludhiana district",w/o
5073,1 Apr 1992,Antonov An-32,Indian Air Force - IAF,4+4,"near Boothgarh, Ludhiana district",w/o
5074,1 Apr 1992,Boeing 727-260,Ethiopian Airlines,0,Aden International Airport (ADE),non
5075,4 Apr 1992,Let L-410UVP,Kamchatavia,1,5 km from Baykovo,w/o
5076,7 Apr 1992,Antonov An-24RV,Air Bissau,3,100 km SE of Maaten al-Sarra,w/o
5077,10 Apr 1992,Britten-Norman BN-2A-26 Islander,Taiwan Airlines,7,off Orchid Island Airport (KYD),w/o
5078,12 Apr 1992,Boeing 727-260,Ethiopian Airlines,0,Nairobi-Jomo Kenyatta International Airport (NBO),non
5079,14 Apr 1992,Antonov An-2P,Tyumenaviatrans,n/a,Kyshik,w/o
5080,14 Apr 1992,Embraer EMB-110P1 Bandeirante,Talair,11,Goroka Gap,w/o
5081,16 Apr 1992,de Havilland Canada DHC-5D Buffalo,Kenya Air Force - KAF,46+6,"ca 1,7 km SW of Nairobi-Moi Air Base",w/o
5082,22 Apr 1992,de Havilland Canada DHC-6 Twin Otter 200,Perris Valley Aviation,16,"Perris Valley Airport, CA",dst
5083,23 Apr 1992,McDonnell Douglas DC-8-55F,Kalitta American International Airways,0,"Detroit-Willow Run Airport, MI (YIP)",sub
5084,24 Apr 1992,Lockheed C-130H Hercules,United States Air Force - USAF,1,95 km off Peruvian coast,sub
5085,25 Apr 1992,Boeing 707-324C,Tampa Colombia,0,"Miami International Airport, FL (MIA)",sub
5086,26 Apr 1992,Fokker F-27 Friendship 400M,Saha Air,39,near Saveh,w/o
5087,27 Apr 1992,Cessna 501 Citation I/SP,Tradexim SRL,0,Lugano Airport (LUG),min
5088,28 Apr 1992,Lockheed C-130E Hercules,United States Air Force - USAF,9,"Blewett Falls Lake, NC",w/o
5089,29 Apr 1992,Boeing 707-351C,GAS Air Nigeria,0,Ilorin Airport (ILR),w/o
5090,2 May 1992,Learjet 35A,Transamérica Táxi Aéreo,2,Cumuatillo Airstrip,w/o
5091,6 May 1992,Antonov An-2V,Krasnoyarsk Avia,n/a,near Taymyr Lake,w/o
5092,9 May 1992,Yakovlev Yak-40,Ararat Avia,0,Sisian Airport,dst
5093,11 May 1992,Convair CV-580,Laredo Air,0,"Opa-locka Airport, FL (OPF)",w/o
5094,13 May 1992,Yakovlev Yak-40,Lebap Aircompany,0,Chardzhou Airport (CRZ),dst
5095,16 May 1992,de Havilland Canada DHC-6 Twin Otter 300,Aerotaca Colombia - Aerotransportes Casanare,3,rural airstrip near Caño,min
5096,23 May 1992,de Havilland Canada DHC-6 Twin Otter 310,Malaysia Airlines,0,Sibu Airport (SBW),sub
5097,29 May 1992,Boeing EC-135J,United States Air Force - USAF,0,"Fayetteville-Pope AFB, NC (POB)",w/o
5098,29 May 1992,Tupolev Tu-154M,Ariana Afghan Airlines,0,Kabul Airport (KBL),sub
5099,5 Jun 1992,Tupolev Tu-154B,Balkan Bulgarian Airlines,0,Varna Airport (VAR),w/o
5100,6 Jun 1992,Boeing 737-204 Advanced,COPA Panama - Compañía Panameña de Aviación,47,13 km SW of Tucutí,dst
5101,7 Jun 1992,Tupolev Tu-154,Aeroflot Russian International Airlines,1,Moscow-Vnukovo Airport (VNO),non
5102,7 Jun 1992,CASA C-212 Aviocar 200,American Eagle,5,"1,2 km SW of Mayaguez-Eugenio M. de Hostos Airport (MAZ)",dst
5103,8 Jun 1992,Beechcraft C99 Commuter,GP Express Airlines,3,"12 km NE of Anniston-County Airport, AL (ANB)",dst
5104,10 Jun 1992,Antonov An-32B,Aero Pulse,0,Marromeu Airport (RRM),w/o
5105,12 Jun 1992,Learjet 25B,Jet Charter Group,2,"Sheboygan Falls, WI",dst
5106,16 Jun 1992,Beechcraft 200 Super King Air,Omega Air Inc,4,"Wilmington Airport, DE (ILG)",w/o
5107,19 Jun 1992,Tupolev Tu-154B-1,"Aeroflot, Privolzhsk Civil Aviation Directorate",0,Bratsk Airport (BTK),dst
5108,19 Jun 1992,Tupolev Tu-154B-1,"Aeroflot, Uralsk Civil Aviation Directorate",0+1,Bratsk Airport (BTK),dst
5109,21 Jun 1992,Antonov An-2R,"Aeroflot, Kazakstan Civil Aviation Directorate",n/a,Poltavskiy,w/o
5110,22 Jun 1992,Boeing 737-2A1C,VASP - Viação Aérea São Paulo,3,"15 km W of Cruzeiro do Sul-Campo Internacional Airport, AC (CZS)",dst
5111,22 Jun 1992,Antonov An-12A,Krasnoyarskie Avialinii,10,Noril'sk Airport (NSK),w/o
5112,22 Jun 1992,Grumman G-159 Gulfstream I,TAS Airways,0,Pantelleria Airport (PNL),w/o
5113,24 Jun 1992,Boeing 767-330ER,Condor Flugdienst,0,Cerro Copey,sub
5114,25 Jun 1992,CASA/Nurtanio NC-212-A4 Aviocar 100,Dirgantara Air Services,3,off Batu Island,mis
5115,1 Jul 1992,Saab 340A,Kendell Airlines,0,"Devonport Airport, TAS (DPO)",sub
5116,3 Jul 1992,Antonov An-2R,Chimkent Aviation Enterprise,3,"Sosnovyy, Kostanay region",w/o
5117,4 Jul 1992,Boeing 727-277,Ansett Australia Airlines,0,"Brisbane International Airport, QLD (BNE)",sub
5118,5 Jul 1992,de Havilland Canada DHC-6 Twin Otter 300,Royal Nepal Airlines,0,Jumla Airport (JUM),sub
5119,5 Jul 1992,Shaanxi Yunshuji Y-8D,Sri Lanka Air Force,19,near Iyakachchi,w/o
5120,6 Jul 1992,GAF Nomad N.22B,Alimediterranea,0,Reggio Calabria-Tito Menniti Airport (REG),w/o
5121,8 Jul 1992,Antonov An-2R,"Aeroflot, Central Region Civil Aviation Directorate",n/a,Ukrainsky,w/o
5122,9 Jul 1992,Dornier Do 28D-2 Skyservant,Luftwaffe,2,Büchel,w/o
5123,9 Jul 1992,Cessna 650 Citation III,Ejército de Chile,3,near Concepción-Carriel Sur Airport (CCP),w/o
5124,10 Jul 1992,Shorts 330-100,Gill Air,0,Newcastle Airport (NCL),w/o
5125,13 Jul 1992,Shorts SC.7 Skyvan 3A-200,Arctic Circle Air Service,1,"Bethel Airport, AK (BET)",dst
5126,14 Jul 1992,Antonov An-12,Yemen Air Force,58,100 km E of Sana'a,w/o
5127,14 Jul 1992,Antonov An-12B,Magadanaerogruz,0,48 km from Irkutsk,w/o
5128,14 Jul 1992,Antonov An-12,Russian Air Force,29,Nakhichevan Airport (NAJ),w/o
5129,16 Jul 1992,Shorts JC-23A Sherpa (330),United States Air Force - USAF,3,"6,6 km N of Colquitt, LA",dst
5130,20 Jul 1992,Tupolev Tu-154B,Tbilisi Aviation Enterprise,24+4,Tbilisi-Novo Alexeyevka Airport (TBS),dst
5131,21 Jul 1992,Douglas C-47A-60-DL (DC-3),Legend Air,0,Oostende Airport (OST),w/o
5132,22 Jul 1992,de Havilland Canada DHC-3 Otter,Woods Air Service,0,"near McGrath, AK",sub
5133,24 Jul 1992,Vickers 816 Viscount,Mandala Airlines,70,ca 15 km W of Ambon-Pattimura Airport (AMQ),dst
5134,24 Jul 1992,Antonov An-12BK,Volga-Dnepr Airlines,8,26 km SE of Skopje Airport (SKP),w/o
